Company,Company LinkedIn,Company Location (State),Employee Size,Industry,Phone,Revenue,Website
"VARIATION REDUCTION SOLUTIONS, INC. (VRSI)",,Michigan,85,Machinery Manufacturing,,29900000,vrs-inc.com
VEKA,,,350,Building Materials,,91900000,http://www.vekainc.com
VENATORX PHARMACEUTICALS,,,125,Pharmaceutical Manufacturing,,33800000,https://www.venatorx.com/
VENTRAC,,,350,Machinery Manufacturing,,100000000,http://www.ventrac.com
VENTURE LOGISTICS,,,520,Transportation/Trucking/Railroad,,41279000,http://www.venturelogistics.com
VENTURE PLASTICS,,,350,Plastics Manufacturing,,50800000,http://www.ventureplastics.com
VENUS FASHION,,,800,Retail,,200000000,http://www.venus.com
VERANOVA,,Pennsylvania,480,Pharmaceuticals,,92300000,veranova.com
VERST LOGISTICS,,,400,Transportation/Trucking/Railroad,,315000000,http://www.verstlogistics.com
VES-ARTEX,,,125,Food and Beverage Manufacturing,,37400000,https://www.ves-artex.com/
VESTIL MANUFACTURING,,Indiana,130,machinery,,150000000,vestil.com
VICTORY BREWING,,,350,Food & Beverages,,229200000,http://www.victorybeer.com/
VIKING ENGINEERING AND DEVELOPMENT,,Minnesota,62,machinery,,30000000,vikingeng.com
VIKING RANGE,,,370,Consumer Goods,,212142000,http://www.vikingrange.com
VIRACON,,,680,"Glass, Ceramics and Concrete Manufacturing",,400000000,viracon.com
VISHAY PRECISION GROUP,,,3000,"Appliances, Electrical, and Electronics Manufacturing",,362600000,http://www.vpgsensors.com
VISIONEERING,,,350,Aviation and Aerospace Component Manufacturing,,61000000,http://www.vistool.com
VITAL PLASTICS,,Wisconsin,61,plastics,,35200000,vitalplastics.com
VITAMIX,,,750,Manufacturing,,400000000,http://www.vitamix.com
VOESTALPINE ROLL FORMING CORPORATION,,Kentucky,234,mining & metals,,155600000,rfcorp.com
VOLM COMPANIES,,,350,Packaging and Containers Manufacturing,,300000000,http://www.volmcompanies.com
VONCO PRODUCTS,,,51,Packaging & Containers,,45400000,vonco.com
VORTEX OPTICS,,,350,Sporting Goods Manufacturing,,70000000,http://www.vortexoptics.com
VOSS AUTO NETWORK,,,750,Motor Vehicle Manufacturing,,116100000,http://vossauto.com
VOXX INTERNATIONAL,,,420,electrical/electronic manufacturing,,517208000,http://www.voxxintl.com
V-TEK INTERNATIONAL,,Minnesota,51,electrical/electronic manufacturing,,47000000,vtekusa.com
VULCAN GLOBAL MANUFACTURING SOLUTIONS,,Wisconsin,62,medical devices,,30800000,vulcangms.com
WABASH PLASTICS,,Indiana,59,plastics,,35500000,wabashplastics.com
WAITES,,,150,Automation Machinery Manufacturing,,57100000,waites.net
WALL COLMONOY,,,350,Manufacturing,,40000000,http://www.wallcolmonoy.com
WALTERS BUILDINGS,,Wisconsin,60,Construction,,49968000,waltersbuildings.com
WALTON & COMPANY,,Pennsylvania,76,machinery,,151500000,waltonco.com
WARREN FABRICATING & MACHINING,,,350,Machinery Manufacturing,,70000000,http://www.warfab.com
"WARREN INDUSTRIES, INC.",,,51,Packaging & Containers,,51000000,wrnind.com
WARRIOR SPORTS,,,350,Sporting Goods Manufacturing,,95000000,http://www.warrior.com
WATSON'S,,,630,Retail,,220000000,http://www.watsons.com
WAUKESHA BEARINGS,,,750,Machinery Manufacturing,,75000000,http://www.waukbearing.com
WAUSAU SUPPLY,,,750,Building Materials,,62000000,http://www.wausausupply.com
WAUSEON MACHINE & MANUFACTURING,,,125,Machinery Manufacturing,,40000000,http://www.wauseonmachine.com
WAXMAN,,,350,Manufacturing,,69600000,http://www.waxmancpg.com
WB MANUFACTURING,,,67,Furniture,,56000000,wibenchmfg.com
WEAS ENGINEERING,,,74,Chemical Manufacturing,,34353000,weasengineering.com
WEAVER POPCORN,,Indiana,85,Food Production,,50000000,weaverpopcornmfg.com
WEBER DISPLAY & PACKAGING,,Pennsylvania,89,Packaging & Containers,,63000000,weberdisplay-pkg.com
WEBSTER INDUSTRIES,,,350,Machinery Manufacturing,,43000000,http://www.websterchain.com
WEILER ABRASIVES GROUP,,Pennsylvania,270,Mechanical Or Industrial Engineering,,194200000,weilerabrasives.com
WEIL-MCLAIN,,Indiana,280,Mechanical Or Industrial Engineering,,55555000,weil-mclain.com
"WEIMER BEARING & TRANSMISSION, INC.",,,98,Automation Machinery Manufacturing,,39612000,weimerbearing.com
WEINBRENNER SHOE CO,,,350,Manufacturing,,59500000,https://www.weinbrennerusa.com/index.html
WEISSER DISTRIBUTING,,,75,Retail,,65100000,http://www.weisserdistributing.com
WELDALL MANUFACTURING,,,350,Machinery Manufacturing,,68200000,http://weldallmfg.com
WELDALOY SPECIALTY FORGINGS,,Michigan,77,mining & metals,,26109000,weldaloy.com
WELDED TUBES,,,125,Motor Vehicle Manufacturing,,31100000,http://weldedtubes.com
WELDING TECHNOLOGY CORPORATION,,Michigan,270,electrical/electronic manufacturing,,25000000,weldtechcorp.com
WELLS VEHICLE ELECTRONICS,,,750,Motor Vehicle Manufacturing,,90700000,http://www.WellsVE.com
WENTHE-DAVIDSON ENGINEERING CO.,,Wisconsin,78,machinery,,30400000,wenthe-davidson.com
WESGARDE COMPONENTS GROUP,,,130,electrical/electronic manufacturing,,26635000,http://www.wesgarde.com
WEST CHESTER PROTECTIVE GEAR,,,125,Manufacturing,,180700000,http://www.westchestergear.com
WESTERN STATES ENVELOPE & LABEL,,,750,Paper and Forest Product Manufacturing,,100000000,http://www.wsel.com
WESTFALIA TECHNOLOGIES,,,125,Automation Machinery Manufacturing,,40000000,http://www.WestfaliaUSA.com
WESTINGHOUSE LIGHTING,,,125,"Appliances, Electrical, and Electronics Manufacturing",,111100000,http://www.westinghouselighting.com
WHIP MIX CORPORATION,,Kentucky,200,medical devices,,34100000,whipmix.com
WHISKER,,,350,Consumer Goods,,33850000,http://whisker.com
WHITE HOUSE OF MUSIC,,,79,Retail,,35000000,http://www.whitehouseofmusic.com
WHITLEY MANUFACTURING,,Indiana,68,Construction,,96800000,whitleyman.com
WHITWORTH TOOL INC,,Kentucky,59,machinery,,29600000,whittool.com
"WIELAND DESIGNS, INC.",,,95,Furniture and Home Furnishings Manufacturing,,44900000,wielanddesigns.com
WIHA TOOLS USA,,,58,Industrial Machinery Manufacturing,,42800000,wihatools.com
WILD REPUBLIC,,,750,Manufacturing,,34500000,https://www.wildrepublic.com
WILLOWWOOD,,,125,Medical Equipment Manufacturing,,65000000,http://www.willowwood.com
WINCRAFT,,,750,Spectator Sports,,100000000,http://www.wincraft.com/
WINMARK – THE RESALE COMPANY,,,160,Retail,,83176000,http://www.winmarkcorporation.com
WINNER AVIATION,,,350,Aviation and Aerospace Component Manufacturing,,56600000,http://www.winner-aviation.com
WINSERT,,,125,Motor Vehicle Manufacturing,,35000000,http://www.winsert.com
WIRECRAFTERS,,Kentucky,93,Mechanical Or Industrial Engineering,,47000000,wirecrafters.com
WIREROPE WORKS,,Pennsylvania,52,mining & metals,,65800000,wireropeworks.com
WISCO INDUSTRIES,,Wisconsin,64,mining & metals,,27000000,wiscomade.com
WISCONIC,,Wisconsin,57,plastics,,44200000,wisconic.com
WISCONSIN ALUMINUM FOUNDRY,,,750,Manufacturing,,36500000,http://www.wafco.com
WISCONSIN DISTRIBUTORS,,,350,Wholesale,,131200000,http://www.wisconsindistributors.com/
WISCONSIN PLASTICS,,Wisconsin,75,plastics,,33800000,wisconsinplastics.com
WITZENMANN USA,,Michigan,120,Mechanical Or Industrial Engineering,,25000000,witzenmann-usa.com
WOLF PAVING COMPANY,,Wisconsin,67,Construction,,25000000,wolfpaving.com
WOLVERINE PACKING CO.,,,750,Food and Beverage Manufacturing,,70000000,http://www.wolverinepacking.com
WOODHULL,,,84,Retail,,35000000,http://www.woodhullusa.com
WOODSTREAM,,,350,Manufacturing,,173000000,http://www.woodstream.com
WOOF GANG BAKERY & GROOMING,,,410,Retail,,125000000,http://www.woofgangbakery.com
WORLD WIDE STEREO,,,67,Retail,,37752000,http://www.worldwidestereo.com
WRIGHT TOOL,,,125,Manufacturing,,30000000,http://www.wrighttool.com/
XALT ENERGY,,,750,Renewable Energy Semiconductor Manufacturing,,57500000,https://www.xaltenergy.com
XODUS MEDICAL,,,125,Medical Equipment Manufacturing,,33300000,http://www.xodusmedical.com/
X-RITE,,,4000,electrical/electronic manufacturing,,137499000,http://www.xrite.com
XTEK,,,350,Industrial Machinery Manufacturing,,63400000,http://www.Xtek.com
YAMATO CORPORATION,,Wisconsin,150,machinery,,35000000,yamatoamericas.com
YARK AUTOMOTIVE,,,350,Motor Vehicle Manufacturing,,400000000,https://www.yarkauto.com
YASKAWA MOTOMAN,,,750,Automation Machinery Manufacturing,,112000000,https://www.motoman.com
YATES INDUSTRIES,,Michigan,120,machinery,,31400000,yatesind.com
YENKIN-MAJESTIC PAINT CORPORATION,,,350,Chemical Manufacturing,,30100000,http://yenkin-majestic.com
YERECIC LABEL,,Pennsylvania,62,Packaging & Containers,,34000000,ylfresh.com
YOUR BUILDING CENTERS,,,145,Retail,,40000000,http://www.ybconline.com
YSI,,,350,"Appliances, Electrical, and Electronics Manufacturing",,42100000,http://www.YSI.com
YUASA BATTERY,,,350,"Appliances, Electrical, and Electronics Manufacturing",,243000000,http://www.yuasabatteries.com
YUENGLING,,,350,Food & Beverages,,500000000,http://www.yuengling.com
ZIPPO MANUFACTURING COMPANY,,Pennsylvania,570,Mechanical Or Industrial Engineering,,230000000,zippo.com
ZOLL,,,3000,Medical Equipment Manufacturing,,457600000,https://www.zoll.com/
ZUMBIEL,,,161,Packaging & Containers,,30402000,zumbiel.com
